admin0name_en,admin0name_ar,admin0pcode,admin1name_en,admin1name_ar,admin1pcode,admin2name_en,admin2name_ar,admin2pcode,admin3name_en,admin3name_ar,admin3pcode,admin4name_en,admin4name_ar,column1,admin4pcode,location_name_en,location_name_ar,location_pcode,location_type,last_update_date,latitude_y,longitude_x,zone,aoc_rosc
Syrian Arab Republic,الجمهورية العربية السورية,SY,Damascus,دمشق,SY01,Damascus,دمشق,SY0100,Damascus,دمشق,SY010000,Damascus,دمشق,Damascus,C1001,Damascus,دمشق,C1001,Community,19/12/2018,33.517175,36.27671,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Damascus,دمشق,SY01,Damascus,دمشق,SY0100,Damascus,دمشق,SY010000,Yarmuk,اليرموك,Yarmuk (Damascus),C1002,Yarmuk (Damascus),اليرموك - دمشق,C1002,Community,19/12/2018,33.471206,36.305668,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Jebel Saman,مركز جبل سمعان,SY020000,Musallamiyeh,المسلمية,Musallamiyeh,C1003,Musallamiyeh,المسلمية,C1003,Community,19/12/2018,36.310003,37.205732,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Jebel Saman,مركز جبل سمعان,SY020000,Esan,عسان,Esan,C1004,Esan,عسان,C1004,Community,19/12/2018,36.086354,37.225272,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Jebel Saman,مركز جبل سمعان,SY020000,Thabiyeh,الذهبية,Thabiyeh,C1005,Thabiyeh,الذهبية - مركز جبل سمعان,C1005,Community,19/12/2018,36.13687,37.201471,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Jebel Saman,مركز جبل سمعان,SY020000,Saqlaya,صقلايا,Saqlaya,C1006,Saqlaya,صقلايا,C1006,Community,19/12/2018,36.124461,37.195377,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Jebel Saman,مركز جبل سمعان,SY020000,Aleppo,حلب,Aleppo,C1007,Aleppo,حلب,C1007,Community,19/12/2018,36.206013,37.15242,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Jebel Saman,مركز جبل سمعان,SY020000,Tal Shgheib,تل شغيب,Tal Shgheib,C1008,Tal Shgheib,تل شغيب,C1008,Community,19/12/2018,36.14144,37.24137,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Jebel Saman,مركز جبل سمعان,SY020000,Abtin,عبطين,Abtin,C1009,Abtin,عبطين - مركز جبل سمعان,C1009,Community,19/12/2018,36.046593,37.124315,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Jebel Saman,مركز جبل سمعان,SY020000,Haddadin,حدادين,Haddadin,C1010,Haddadin,حدادين,C1010,Community,19/12/2018,36.100482,37.167543,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Jebel Saman,مركز جبل سمعان,SY020000,Tal Sheer Simaan,تل شعير سمعان,Tal Sheer Simaan,C1011,Tal Sheer Simaan,تل شعير سمعان,C1011,Community,19/12/2018,36.318433,37.267103,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Jebel Saman,مركز جبل سمعان,SY020000,Hreibel,حريبل,Hreibel,C1012,Hreibel,حريبل,C1012,Community,19/12/2018,36.132556,37.173069,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Jebel Saman,مركز جبل سمعان,SY020000,Wdeihi,الوضيحي,Wdeihi,C1013,Wdeihi,الوضيحي - مركز جبل سمعان,C1013,Community,19/12/2018,36.100404,37.127591,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Jebel Saman,مركز جبل سمعان,SY020000,Hilan,حيلان,Hilan,C1014,Hilan,حيلان,C1014,Community,19/12/2018,36.286585,37.213989,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Jebel Saman,مركز جبل سمعان,SY020000,Khan tuman,خان طومان,Khan tuman,C1015,Khan tuman,خان طومان - مركز جبل سمعان,C1015,Community,19/12/2018,36.118418,37.050872,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Jebel Saman,مركز جبل سمعان,SY020000,Little Kafr,كفر صغير,Little Kafr,C1016,Little Kafr,كفر صغير,C1016,Community,19/12/2018,36.292816,37.255374,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Jebel Saman,مركز جبل سمعان,SY020000,Maratet Elmosalamiyeh,معراتة المسلمية,Maratet Elmosalamiyeh,C1017,Maratet Elmosalamiyeh,معراتة المسلمية,C1017,Community,19/12/2018,36.340773,37.199746,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Jebel Saman,مركز جبل سمعان,SY020000,Qarras,قراص,Qarras,C1018,Qarras,قراص,C1018,Community,19/12/2018,36.093003,37.078786,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Atareb,أتارب,SY020001,Qanater,القناطر,Qanater (Big Orm),C1019,Qanater (Big Orm),القناطر - أورم الكبرى,C1019,Community,19/12/2018,36.056548,36.903773,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Atareb,أتارب,SY020001,Tuwama,التوامة,Tuwama,C1020,Tuwama,التوامة,C1020,Community,19/12/2018,36.194153,36.809482,0,Non-state armed groups
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Atareb,أتارب,SY020001,Babka,بابكة,Babka,C1021,Babka,بابكة,C1021,Community,19/12/2018,36.14206,36.753668,0,Non-state armed groups
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Atareb,أتارب,SY020001,Atareb,الأتارب,Atareb,C1022,Atareb,الأتارب,C1022,Community,19/12/2018,36.137884,36.828382,West of M5/Aleppo,Non-state armed groups
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Atareb,أتارب,SY020001,Sahara,السحارة,Sahara,C1023,Sahara,السحارة,C1023,Community,19/12/2018,36.183161,36.842719,West of M5/Aleppo,Non-state armed groups
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Atareb,أتارب,SY020001,Oweijel,عويجل,Oweijel,C1024,Oweijel,عويجل,C1024,Community,19/12/2018,36.178772,36.927951,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Atareb,أتارب,SY020001,Batbu,باتبو,Batbu,C1025,Batbu,باتبو,C1025,Community,19/12/2018,36.133376,36.739787,0,Non-state armed groups
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Atareb,أتارب,SY020001,Abin Samaan,ابين سمعان,Abin Samaan,C1026,Abin Samaan,ابين سمعان,C1026,Community,19/12/2018,36.089467,36.763108,0,Non-state armed groups
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Atareb,أتارب,SY020001,Little Orm,أورم الصغرى,Little Orm,C1027,Little Orm,أورم الصغرى - أورم الكبرى,C1027,Community,19/12/2018,36.117327,36.907159,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Atareb,أتارب,SY020001,Tadil,تديل,Tadil,C1028,Tadil,تديل,C1028,Community,19/12/2018,36.164687,36.88796,West of M5/Aleppo,Non-state armed groups
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Atareb,أتارب,SY020001,Big Orm,أورم الكبرى,Big Orm,C1029,Big Orm,أورم الكبرى,C1029,Community,19/12/2018,36.147967,36.947234,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Atareb,أتارب,SY020001,Abzemo,الابزمو,Abzemo,C1030,Abzemo,الابزمو,C1030,Community,19/12/2018,36.165468,36.86464,West of M5/Aleppo,Non-state armed groups
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Atareb,أتارب,SY020001,Sheikh Ali,الشيخ علي,Sheikh Ali (Big Orm),C1031,Sheikh Ali (Big Orm),الشيخ علي - أورم الكبرى,C1031,Community,19/12/2018,36.097265,36.914084,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Atareb,أتارب,SY020001,Jeineh,الجينة,Jeineh,C1032,Jeineh,الجينة,C1032,Community,19/12/2018,36.117087,36.801449,West of M5/Aleppo,Non-state armed groups
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Atareb,أتارب,SY020001,Kafr Amma,كفر عمة,Kafr Amma,C1033,Kafr Amma,كفر عمة,C1033,Community,19/12/2018,36.140941,36.87354,West of M5/Aleppo,Non-state armed groups
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Atareb,أتارب,SY020001,Kafr Naha,كفر ناها,Kafr Naha,C1034,Kafr Naha,كفر ناها,C1034,Community,19/12/2018,36.159701,36.98178,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Atareb,أتارب,SY020001,Kafr Karmin,كفر كرمين,Kafr Karmin,C1035,Kafr Karmin,كفر كرمين,C1035,Community,19/12/2018,36.163135,36.791893,0,Non-state armed groups
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Atareb,أتارب,SY020001,Kafr Naseh Elatareb,كفر ناصح الاتارب,Kafr Naseh Elatareb,C1036,Kafr Naseh Elatareb,كفر ناصح الاتارب,C1036,Community,19/12/2018,36.135897,36.788264,0,Non-state armed groups
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Atareb,أتارب,SY020001,Kafr Taal,كفر تعال,Kafr Taal,C1037,Kafr Taal,كفر تعال,C1037,Community,19/12/2018,36.153422,36.893912,West of M5/Aleppo,Non-state armed groups
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Atareb,أتارب,SY020001,Maaret Atarib,معارة اتارب,Maaret Atarib,C1038,Maaret Atarib,معارة اتارب,C1038,Community,19/12/2018,36.157567,36.81829,West of M5/Aleppo,Non-state armed groups
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Atareb,أتارب,SY020001,Kafr Aleppo,كفر حلب,Kafr Aleppo,C1039,Kafr Aleppo,كفر حلب,C1039,Community,19/12/2018,36.059754,36.869476,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Atareb,أتارب,SY020001,Western Kafr Jum,كفر جوم غربية,Western Kafr Jum,C1040,Western Kafr Jum,كفر جوم غربية,C1040,Community,19/12/2018,36.112171,36.95656,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Atareb,أتارب,SY020001,Kafr Noran,كفر نوران,Kafr Noran,C1041,Kafr Noran,كفر نوران,C1041,Community,19/12/2018,36.078046,36.832155,West of M5/Aleppo,Non-state armed groups
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Tall Ed-daman,تل الضمان,SY020002,Rasm Eljahsh,رسم الجحش,Rasm Eljahsh,C1042,Rasm Eljahsh,رسم الجحش,C1042,Community,19/12/2018,35.646455,37.175536,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Tall Ed-daman,تل الضمان,SY020002,Aabad,اعبد,Aabad (Tall Ed-daman),C1043,Aabad (Tall Ed-daman),اعبد - تل الضمان,C1043,Community,19/12/2018,35.773344,37.285943,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Tall Ed-daman,تل الضمان,SY020002,Batranah,بطرانة,Batranah,C1044,Batranah,بطرانة,C1044,Community,19/12/2018,35.891077,37.194197,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Tall Ed-daman,تل الضمان,SY020002,Eliyeh,علية,Eliyeh (Tall Ed-daman),C1045,Eliyeh (Tall Ed-daman),علية - تل الضمان,C1045,Community,19/12/2018,35.728295,37.196897,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Tall Ed-daman,تل الضمان,SY020002,Tabara Elksheir,تبارة الخشير,Tabara Elksheir,C1046,Tabara Elksheir,تبارة الخشير,C1046,Community,19/12/2018,35.744555,37.126792,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Tall Ed-daman,تل الضمان,SY020002,Jeb Elkhafi Simaan,جب الخفي سمعان,Jeb Elkhafi Simaan,C1047,Jeb Elkhafi Simaan,جب الخفي سمعان,C1047,Community,19/12/2018,35.811936,37.307131,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Tall Ed-daman,تل الضمان,SY020002,Abu Rweil,أبو رويل,Abu Rweil,C1048,Abu Rweil,أبو رويل,C1048,Community,19/12/2018,35.911319,37.130975,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Tall Ed-daman,تل الضمان,SY020002,Jeb Eleis,جب عليص,Jeb Eleis,C1049,Jeb Eleis,جب عليص,C1049,Community,19/12/2018,35.803204,37.335548,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Tall Ed-daman,تل الضمان,SY020002,Tal Masih,تل ماسح,Tal Masih,C1050,Tal Masih,تل ماسح,C1050,Community,19/12/2018,35.804284,37.208801,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Tall Ed-daman,تل الضمان,SY020002,Establat,اصطبلات,Establat (Tall Ed-daman),C1051,Establat (Tall Ed-daman),اصطبلات,C1051,Community,19/12/2018,35.847159,37.275452,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Tall Ed-daman,تل الضمان,SY020002,Sayah - Sayah Thahriyeh,الصياح_صياح ظاهرية,Sayah - Sayah Thahriyeh,C1052,Sayah - Sayah Thahriyeh,الصياح_صياح ظاهرية,C1052,Community,19/12/2018,35.876522,37.238448,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Tall Ed-daman,تل الضمان,SY020002,Um Elamad Qabli,أم العمد قبلي,Um Elamad Qabli,C1053,Um Elamad Qabli,أم العمد قبلي,C1053,Community,19/12/2018,35.713586,37.286547,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Tall Ed-daman,تل الضمان,SY020002,Numaniyeh,النعمانية,Numaniyeh,C1054,Numaniyeh,النعمانية,C1054,Community,19/12/2018,35.941861,37.222399,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Tall Ed-daman,تل الضمان,SY020002,Um Tmakh Samaan,أم طماخ سمعان,Um Tmakh Samaan,C1055,Um Tmakh Samaan,أم طماخ سمعان,C1055,Community,19/12/2018,35.605317,37.132839,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Tall Ed-daman,تل الضمان,SY020002,Um Elhoteh,أم الهوته,Um Elhoteh,C1056,Um Elhoteh,أم الهوته,C1056,Community,19/12/2018,35.749796,37.166599,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Tall Ed-daman,تل الضمان,SY020002,Arjel,ارجل,Arjel,C1057,Arjel,ارجل,C1057,Community,19/12/2018,35.849927,37.224796,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Tall Ed-daman,تل الضمان,SY020002,Tall Ed-Daman,تل الضمان,Tall Ed-Daman,C1058,Tall Ed-Daman,تل الضمان,C1058,Community,19/12/2018,35.807546,37.253602,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Tall Ed-daman,تل الضمان,SY020002,Hmeidi,الحميدي,Hmeidi,C1059,Hmeidi,الحميدي,C1059,Community,19/12/2018,35.971559,37.125106,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Tall Ed-daman,تل الضمان,SY020002,Tal Hattabat Semaan,تل حطابات سمعان,Tal Hattabat Semaan,C1060,Tal Hattabat Semaan,تل حطابات سمعان,C1060,Community,19/12/2018,35.915127,37.206019,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Tall Ed-daman,تل الضمان,SY020002,Deir Saliba,دير صليبة,Deir Saliba,C1061,Deir Saliba,دير صليبة,C1061,Community,19/12/2018,36.013789,37.173368,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Tall Ed-daman,تل الضمان,SY020002,Tal Hawasid - Hanuteh,تل حواصيد_حانوتة,Tal Hawasid - Hanuteh,C1062,Tal Hawasid - Hanuteh,تل حواصيد_حانوتة,C1062,Community,19/12/2018,35.772175,37.32706,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Tall Ed-daman,تل الضمان,SY020002,Burda,بردة,Burda (Tall Ed-daman),C1063,Burda (Tall Ed-daman),بردة,C1063,Community,19/12/2018,35.927764,37.177629,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Tall Ed-daman,تل الضمان,SY020002,Um Jrein,أم جرين,Um Jrein (Tall Ed-daman),C1064,Um Jrein (Tall Ed-daman),أم جرين - تل الضمان,C1064,Community,19/12/2018,35.709081,37.131142,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Tall Ed-daman,تل الضمان,SY020002,Um Elkaramel,أم الكراميل,Um Elkaramel,C1065,Um Elkaramel,أم الكراميل,C1065,Community,19/12/2018,35.862908,37.063189,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Tall Ed-daman,تل الضمان,SY020002,Tal Ahmar,تل احمر,Tal Ahmar (Tall Ed-daman),C1066,Tal Ahmar (Tall Ed-daman),تل احمر - تل الضمان,C1066,Community,19/12/2018,35.721165,37.324995,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Tall Ed-daman,تل الضمان,SY020002,Big Oweinat,عوينات كبيرة,Big Oweinat,C1067,Big Oweinat,عوينات كبيرة,C1067,Community,19/12/2018,35.885808,37.181,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Tall Ed-daman,تل الضمان,SY020002,Rajm Omeirat,رجم عميرات,Rajm Omeirat,C1068,Rajm Omeirat,رجم عميرات,C1068,Community,19/12/2018,35.896277,37.226169,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Tall Ed-daman,تل الضمان,SY020002,Um Tinet Simaan,أم تينة سمعان,Um Tinet Simaan,C1069,Um Tinet Simaan,أم تينة سمعان,C1069,Community,19/12/2018,35.701668,37.223009,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Tall Ed-daman,تل الضمان,SY020002,Tal Sabha,تل صبحة,Tal Sabha,C1070,Tal Sabha,تل صبحة,C1070,Community,19/12/2018,35.700742,37.318535,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Tall Ed-daman,تل الضمان,SY020002,Tal Aqareb,تل عقارب,Tal Aqareb,C1071,Tal Aqareb,تل عقارب,C1071,Community,19/12/2018,35.837713,37.07398,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Tall Ed-daman,تل الضمان,SY020002,Batha,بطحة,Batha,C1072,Batha,بطحة,C1072,Community,19/12/2018,35.819087,37.209898,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Tall Ed-daman,تل الضمان,SY020002,Oleis,عليص,Oleis,C1073,Oleis,عليص,C1073,Community,19/12/2018,35.640784,37.373914,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Tall Ed-daman,تل الضمان,SY020002,Andan Elsheikh,عندان الشيخ,Andan Elsheikh,C1074,Andan Elsheikh,عندان الشيخ,C1074,Community,19/12/2018,35.784139,37.171249,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Tall Ed-daman,تل الضمان,SY020002,Hayyaniyeh,الحيانية,Hayyaniyeh,C1075,Hayyaniyeh,الحيانية,C1075,Community,19/12/2018,35.788528,37.204082,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Tall Ed-daman,تل الضمان,SY020002,Ballas,بلاس,Ballas,C1076,Ballas,بلاس,C1076,Community,19/12/2018,36.00889,37.162647,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Tall Ed-daman,تل الضمان,SY020002,Shweihet Ellahib,شويحة اللهيب,Shweihet Ellahib,C1077,Shweihet Ellahib,شويحة اللهيب,C1077,Community,19/12/2018,35.805198,37.270523,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Tall Ed-daman,تل الضمان,SY020002,Tarfawi,طرفاوي,Tarfawi (Tall Ed-daman),C1078,Tarfawi (Tall Ed-daman),طرفاوي - تل الضمان,C1078,Community,19/12/2018,35.809941,37.148224,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Tall Ed-daman,تل الضمان,SY020002,Saeebiyeh,صعيبية,Saeebiyeh,C1079,Saeebiyeh,صعيبية,C1079,Community,19/12/2018,35.928156,37.111538,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Tall Ed-daman,تل الضمان,SY020002,Mansura,المنصورة,Mansura (Tall Ed-daman),C1080,Mansura (Tall Ed-daman),المنصورة - تل الضمان,C1080,Community,19/12/2018,35.764239,37.20946,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Tall Ed-daman,تل الضمان,SY020002,Big Bayaa,بياعة كبيرة,Big Bayaa,C1081,Big Bayaa,بياعة كبيرة,C1081,Community,19/12/2018,35.695313,37.14308,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Tall Ed-daman,تل الضمان,SY020002,Big Bweideh,بويضة كبيرة,Big Bweideh,C1082,Big Bweideh,بويضة كبيرة,C1082,Community,19/12/2018,35.919865,37.241203,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Tall Ed-daman,تل الضمان,SY020002,Rasm Elsafa,رسم الصفا,Rasm Elsafa,C1083,Rasm Elsafa,رسم الصفا,C1083,Community,19/12/2018,36.004721,37.274604,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Jebel Saman,جبل سمعان,SY0200,Tall Ed-daman,تل الضمان,SY020002,Um Qrun - Um Jaran,أم قرون_أم جرن,Um Qrun - Um Jaran,C1084,Um Qrun - Um Jaran,أم قرون_أم جرن,C1084,Community,19/12/2018,35.555612000000004,37.327568,0,Government and allied forces
